std,type,big,middle,job,sex,age,money,count,mean_money
16-Jun,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,1011430,72,14048
16-Jun,내국인 관광객,제주시,용담2동,기타음료식품,남,30대,1514900,108,14027
16-Jun,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,20대,839720,60,13995
16-Jun,내국인 관광객,제주시,애월읍,스넥,남,20대,5154700,369,13969
16-Jun,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,1672600,120,13938
16-Jun,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,20대,400900,29,13824
16-Jun,내국인 관광객,제주시,애월읍,약국,남,20대,248600,18,13811
16-Jun,내국인 관광객,제주시,연동,약국,여,30대,3539570,257,13773
16-Jun,내국인 관광객,서귀포시,예래동,기념품 점,여,30대,963400,70,13763
16-Jun,내국인 관광객,제주시,용담2동,기타음료식품,남,40대,1376900,101,13633
16-Jun,내국인 관광객,제주시,연동,슈퍼 마켓,남,20대,8650570,637,13580
16-Jun,내국인 관광객,서귀포시,남원읍,스넥,남,20대,2310200,171,13510
16-Jun,내국인 관광객,제주시,노형동,기타음료식품,여,20대,269120,20,13456
16-Jun,내국인 관광객,제주시,이도2동,스넥,여,50대,867400,65,13345
16-Jun,내국인 관광객,제주시,애월읍,스넥,여,20대,12204100,917,13309
16-Jun,내국인 관광객,서귀포시,성산읍,약국,남,50대,1017400,77,13213
16-Jun,내국인 관광객,서귀포시,예래동,기념품 점,여,20대,224600,17,13212
16-Jun,내국인 관광객,서귀포시,남원읍,스넥,여,20대,3226400,248,13010
16-Jun,내국인 관광객,제주시,노형동,스넥,여,40대,3066790,236,12995
16-Jun,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,50대,207650,16,12978
16-Jun,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,231450,18,12858
16-Jun,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,20대,4729570,368,12852
16-Jun,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,5254660,410,12816
16-Jun,내국인 관광객,서귀포시,성산읍,의원,남,20대,140300,11,12755
16-Jun,내국인 관광객,제주시,이도2동,스넥,남,30대,4753000,380,12508
16-Jun,내국인 관광객,제주시,연동,약국,남,40대,2585800,208,12432
16-Jun,내국인 관광객,제주시,노형동,스넥,남,30대,10566320,854,12373
16-Jun,내국인 관광객,제주시,이도2동,의원,남,40대,1248100,101,12357
16-Jun,내국인 관광객,제주시,삼도2동,약국,남,50대,147900,12,12325
16-Jun,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,20대,554380,45,12320
16-Jun,내국인 관광객,제주시,연동,약국,남,30대,3345740,274,12211
16-Jun,내국인 관광객,제주시,연동,약국,여,40대,2074600,170,12204
16-Jun,내국인 관광객,제주시,삼도2동,의원,여,50대,158200,13,12169
16-Jun,내국인 관광객,서귀포시,예래동,기타음료식품,여,20대,1411050,116,12164
16-Jun,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,20대,3089500,254,12163
16-Jun,내국인 관광객,제주시,노형동,스넥,남,20대,6823950,566,12056
16-Jun,내국인 관광객,제주시,연동,약국,여,20대,2321660,193,12029
16-Jun,내국인 관광객,제주시,노형동,스넥,여,30대,7411340,618,11992
16-Jun,내국인 관광객,서귀포시,예래동,기념품 점,남,30대,889300,75,11857
16-Jun,내국인 관광객,제주시,노형동,스넥,여,50대,1183700,100,11837
16-Jun,내국인 관광객,제주시,애월읍,약국,남,50대,447600,38,11779
16-Jun,내국인 관광객,서귀포시,남원읍,기타음료식품,여,40대,139900,12,11658
16-Jun,내국인 관광객,제주시,이도2동,약국,남,30대,2352120,203,11587
16-Jun,내국인 관광객,제주시,노형동,약국,남,30대,3866010,334,11575
16-Jun,내국인 관광객,제주시,이도2동,스넥,여,40대,1894300,165,11481
16-Jun,내국인 관광객,제주시,애월읍,약국,여,40대,321400,28,11479
16-Jun,내국인 관광객,제주시,이도2동,스넥,남,20대,4049400,356,11375
16-Jun,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,2170300,192,11304
16-Jun,내국인 관광객,제주시,이도2동,의원,남,30대,1396900,124,11265
16-Jun,내국인 관광객,제주시,이도2동,약국,남,40대,1619470,144,11246
16-Jun,내국인 관광객,제주시,삼도2동,약국,여,50대,291400,26,11208
16-Jun,내국인 관광객,서귀포시,성산읍,악세 사리,여,20대,179000,16,11188
16-Jun,내국인 관광객,제주시,노형동,약국,여,30대,4432290,399,11108
16-Jun,내국인 관광객,제주시,이도2동,스넥,여,30대,3412200,312,10937
16-Jun,내국인 관광객,제주시,용담2동,약국,남,40대,1453900,133,10932
16-Jun,내국인 관광객,제주시,애월읍,기타음료식품,여,30대,141450,13,10881
16-Jun,내국인 관광객,제주시,노형동,스넥,여,20대,6195600,574,10794
16-Jun,내국인 관광객,제주시,용담2동,약국,여,50대,870200,81,10743
16-Jun,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,138850,13,10681
16-Jun,내국인 관광객,서귀포시,성산읍,의원,남,30대,468400,44,10645
16-Jun,내국인 관광객,서귀포시,성산읍,약국,여,50대,410000,39,10513
16-Jun,내국인 관광객,제주시,애월읍,의원,남,40대,136400,13,10492
16-Jun,내국인 관광객,제주시,연동,약국,남,20대,1077540,103,10462
16-Jun,내국인 관광객,서귀포시,남원읍,의원,남,50대,123500,12,10292
16-Jun,내국인 관광객,서귀포시,대륜동,약국,남,50대,398900,39,10228
16-Jun,내국인 관광객,제주시,노형동,기타음료식품,남,20대,719490,72,9993
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,남,50대,565500,57,9921
16-Jun,내국인 관광객,제주시,노형동,약국,남,20대,1037770,106,9790
16-Jun,내국인 관광객,제주시,이도2동,약국,여,50대,715470,74,9669
16-Jun,내국인 관광객,서귀포시,남원읍,기타음료식품,남,30대,183350,19,9650
16-Jun,내국인 관광객,서귀포시,성산읍,악세 사리,남,20대,106000,11,9636
16-Jun,내국인 관광객,제주시,이도2동,약국,남,20대,780410,82,9517
16-Jun,내국인 관광객,서귀포시,성산읍,약국,남,40대,683080,72,9487
16-Jun,내국인 관광객,제주시,용담2동,약국,여,40대,936700,99,9462
16-Jun,내국인 관광객,서귀포시,대륜동,약국,여,50대,215900,23,9387
16-Jun,내국인 관광객,서귀포시,대륜동,약국,남,40대,640500,69,9283
16-Jun,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,20대,241320,26,9282
16-Jun,내국인 관광객,제주시,이도2동,스넥,여,20대,4452900,481,9258
16-Jun,내국인 관광객,제주시,용담2동,약국,남,50대,647100,70,9244
16-Jun,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,30대,470420,51,9224
16-Jun,내국인 관광객,제주시,용담2동,약국,남,30대,1543000,169,9130
16-Jun,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,20대,379910,42,9045
16-Jun,내국인 관광객,제주시,노형동,약국,여,20대,2079330,230,9041
16-Jun,내국인 관광객,제주시,삼도2동,약국,남,40대,341300,38,8982
16-Jun,내국인 관광객,서귀포시,성산읍,악세 사리,남,30대,107000,12,8917
16-Jun,내국인 관광객,서귀포시,성산읍,약국,여,40대,284300,32,8884
16-Jun,내국인 관광객,제주시,애월읍,기타음료식품,남,30대,114900,13,8838
16-Jun,내국인 관광객,서귀포시,남원읍,약국,남,40대,202500,23,8804
16-Jun,내국인 관광객,제주시,애월읍,약국,남,40대,433850,50,8677
16-Jun,내국인 관광객,서귀포시,성산읍,약국,남,20대,353800,41,8629
16-Jun,내국인 관광객,서귀포시,성산읍,의원,남,40대,300640,35,8590
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,여,50대,205400,24,8558
16-Jun,내국인 관광객,제주시,애월읍,기타음료식품,여,50대,93000,11,8455
16-Jun,내국인 관광객,서귀포시,남원읍,의원,남,30대,91900,11,8355
16-Jun,내국인 관광객,제주시,이도2동,약국,여,20대,1041110,125,8329
16-Jun,내국인 관광객,서귀포시,성산읍,약국,남,30대,902500,109,8280
16-Jun,내국인 관광객,제주시,용담2동,약국,여,30대,1744400,211,8267
16-Jun,내국인 관광객,제주시,용담2동,약국,여,20대,1555160,191,8142
16-Jun,내국인 관광객,서귀포시,대륜동,약국,남,30대,820400,101,8123
16-Jun,내국인 관광객,서귀포시,대륜동,약국,여,20대,443800,55,8069
16-Jun,내국인 관광객,제주시,용담2동,약국,남,20대,616200,78,7900
16-Jun,내국인 관광객,서귀포시,성산읍,기타음료식품,남,20대,615130,78,7886
16-Jun,내국인 관광객,제주시,삼도2동,약국,여,40대,266300,34,7832
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,남,40대,998250,129,7738
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,여,40대,583500,77,7578
16-Jun,내국인 관광객,서귀포시,남원읍,의원,남,40대,75500,10,7550
16-Jun,내국인 관광객,서귀포시,예래동,기념품 점,남,20대,105400,14,7529
16-Jun,내국인 관광객,서귀포시,대륜동,약국,여,30대,638400,85,7511
16-Jun,내국인 관광객,제주시,애월읍,약국,남,30대,240000,32,7500
16-Jun,내국인 관광객,제주시,애월읍,기타음료식품,여,20대,329500,44,7489
16-Jun,내국인 관광객,서귀포시,대륜동,약국,남,20대,305300,42,7269
16-Jun,내국인 관광객,서귀포시,성산읍,약국,여,30대,699600,98,7139
16-Jun,내국인 관광객,서귀포시,남원읍,약국,여,30대,206000,29,7103
16-Jun,내국인 관광객,서귀포시,남원읍,약국,남,30대,119900,17,7053
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,남,30대,878300,126,6971
16-Jun,내국인 관광객,제주시,삼도2동,약국,여,30대,265400,39,6805
16-Jun,내국인 관광객,제주시,삼도2동,의원,남,40대,147700,22,6714
16-Jun,내국인 관광객,서귀포시,대륜동,의원,여,30대,98000,15,6533
16-Jun,내국인 관광객,제주시,애월읍,약국,여,30대,308300,48,6423
16-Jun,내국인 관광객,서귀포시,대륜동,약국,여,40대,311600,49,6359
16-Jun,내국인 관광객,서귀포시,성산읍,약국,여,20대,551980,92,6000
16-Jun,내국인 관광객,제주시,삼도2동,약국,여,20대,232470,39,5961
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,남,20대,387300,65,5958
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,여,30대,1089200,196,5557
16-Jun,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,77660,14,5547
16-Jun,내국인 관광객,제주시,애월읍,약국,여,20대,100310,19,5279
16-Jun,내국인 관광객,서귀포시,남원읍,의원,여,30대,52200,10,5220
16-Jun,내국인 관광객,제주시,삼도2동,약국,남,20대,70800,14,5057
16-Jun,내국인 관광객,서귀포시,대륜동,기타음료식품,여,20대,377500,75,5033
16-Jun,내국인 관광객,제주시,애월읍,기타음료식품,남,20대,52800,15,3520
16-Jul,내국인 관광객,제주시,이도2동,기타음료식품,여,50대,3717100,13,285931
16-Jul,내국인 관광객,제주시,노형동,스포츠레져용품,남,40대,4258800,18,236600
16-Jul,내국인 관광객,제주시,노형동,스포츠레져용품,남,50대,5153400,24,214725
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,여,50대,13230000,64,206719
16-Jul,내국인 관광객,제주시,연동,농축수산품,남,50대,5151180,28,183971
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,남,50대,7883000,46,171370
16-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,여,40대,2092400,13,160954
16-Jul,내국인 관광객,서귀포시,남원읍,골프 용품,남,50대,1667000,11,151545
16-Jul,내국인 관광객,제주시,노형동,정장(여성),남,30대,2534600,18,140811
16-Jul,내국인 관광객,제주시,노형동,안경,남,40대,1775000,13,136538
16-Jul,내국인 관광객,제주시,삼도2동,의원,여,50대,1702800,13,130985
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,여,40대,7793500,62,125702
16-Jul,내국인 관광객,제주시,노형동,정장(여성),남,20대,1449200,12,120767
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,40대,22910800,193,118709
16-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,남,30대,3759400,32,117481
16-Jul,내국인 관광객,제주시,연동,농축수산품,여,50대,2432600,21,115838
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,50대,1158300,10,115830
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,여,50대,8606000,75,114747
16-Jul,내국인 관광객,제주시,연동,정장(여성),남,40대,3159000,28,112821
16-Jul,내국인 관광객,제주시,이도2동,안경,남,40대,1114000,10,111400
16-Jul,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,1311000,12,109250
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,30대,3157800,29,108890
16-Jul,내국인 관광객,제주시,노형동,안경,남,50대,1070000,10,107000
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,40대,1355900,13,104300
16-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,40대,1247600,12,103967
16-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,여,30대,1231500,12,102625
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,50대,14508820,143,101460
16-Jul,내국인 관광객,제주시,이도2동,안경,남,30대,2128000,21,101333
16-Jul,내국인 관광객,제주시,연동,정장(여성),남,30대,5032100,50,100642
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,50대,13939800,140,99570
16-Jul,내국인 관광객,제주시,노형동,안경,남,30대,1828000,19,96211
16-Jul,내국인 관광객,제주시,연동,정장(여성),여,30대,8350890,89,93830
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,여,30대,20883250,223,93647
16-Jul,내국인 관광객,제주시,연동,정장(여성),여,50대,3470630,38,91332
16-Jul,내국인 관광객,제주시,노형동,안경,여,30대,2183000,24,90958
16-Jul,내국인 관광객,제주시,연동,정장(여성),여,40대,5993900,66,90817
16-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,50대,2078600,23,90374
16-Jul,내국인 관광객,제주시,연동,정장(여성),남,50대,1205300,14,86093
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,여,40대,11621300,139,83606
16-Jul,내국인 관광객,제주시,연동,안경,남,50대,833000,10,83300
16-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,남,50대,1745000,21,83095
16-Jul,내국인 관광객,제주시,노형동,안경,여,40대,1661000,20,83050
16-Jul,내국인 관광객,제주시,노형동,정장(여성),여,30대,3441950,42,81951
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,30대,1862350,23,80972
16-Jul,내국인 관광객,제주시,연동,정장(여성),남,20대,2059700,26,79219
16-Jul,내국인 관광객,제주시,삼도2동,정장(여성),여,50대,792000,10,79200
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,20대,2206100,28,78789
16-Jul,내국인 관광객,제주시,연동,신   발,남,30대,1177500,15,78500
16-Jul,내국인 관광객,제주시,노형동,정장(여성),여,40대,2658510,34,78191
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,남,40대,4375500,56,78134
16-Jul,내국인 관광객,제주시,연동,안경,남,30대,1913000,25,76520
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,50대,1976500,26,76019
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,40대,3357500,45,74611
16-Jul,내국인 관광객,제주시,노형동,스포츠레져용품,여,40대,968500,13,74500
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,남,50대,3058200,42,72814
16-Jul,내국인 관광객,제주시,연동,신   발,여,30대,1381700,19,72721
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,30대,21137190,293,72141
16-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,50대,1874000,26,72077
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,50대,21304290,298,71491
16-Jul,내국인 관광객,서귀포시,대륜동,안경,남,30대,1051000,15,70067
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),남,20대,3871000,56,69125
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,50대,8873720,129,68789
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,50대,2378700,35,67963
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,40대,24304030,363,66953
16-Jul,내국인 관광객,서귀포시,대륜동,안경,남,40대,1538000,23,66870
16-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,남,40대,2262500,34,66544
16-Jul,내국인 관광객,제주시,연동,의원,여,40대,3541130,55,64384
16-Jul,내국인 관광객,제주시,연동,농축수산품,남,40대,3852600,60,64210
16-Jul,내국인 관광객,제주시,애월읍,농축수산품,여,50대,2307800,36,64106
16-Jul,내국인 관광객,제주시,연동,악세 사리,남,50대,960300,15,64020
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,남,20대,1980200,31,63877
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,여,30대,5144000,81,63506
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,남,30대,4886600,77,63462
16-Jul,내국인 관광객,제주시,연동,농축수산품,여,40대,3086700,49,62994
16-Jul,내국인 관광객,제주시,애월읍,농축수산품,남,50대,3510500,56,62688
16-Jul,내국인 관광객,제주시,노형동,안경,남,20대,689000,11,62636
16-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,남,50대,2113000,34,62147
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,40대,19604200,317,61843
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,30대,5542300,90,61581
16-Jul,내국인 관광객,제주시,노형동,농축수산품,여,40대,3716700,62,59947
16-Jul,내국인 관광객,제주시,연동,안경,남,40대,930600,16,58163
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,50대,17419265,300,58064
16-Jul,내국인 관광객,제주시,연동,기타음료식품,남,30대,1733100,30,57770
16-Jul,내국인 관광객,제주시,노형동,안경,여,20대,865000,15,57667
16-Jul,내국인 관광객,제주시,연동,신   발,여,40대,688600,12,57383
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,50대,7809700,138,56592
16-Jul,내국인 관광객,제주시,노형동,기념품 점,남,30대,4064950,72,56458
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),남,50대,1072000,19,56421
16-Jul,내국인 관광객,서귀포시,남원읍,기념품 점,남,40대,3065000,55,55727
16-Jul,내국인 관광객,제주시,이도2동,안경,여,30대,946000,17,55647
16-Jul,내국인 관광객,서귀포시,예래동,기념품 점,여,50대,1055000,19,55526
16-Jul,내국인 관광객,제주시,연동,정장(여성),여,20대,4655220,84,55419
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,40대,13266700,240,55278
16-Jul,내국인 관광객,제주시,연동,안경,여,50대,995000,18,55278
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,남,20대,1658000,30,55267
16-Jul,내국인 관광객,제주시,삼도2동,농축수산품,남,30대,715000,13,55000
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,40대,2818400,52,54200
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,30대,3863900,72,53665
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,30대,17909430,335,53461
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,30대,14900900,282,52840
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,30대,17306730,328,52764
16-Jul,내국인 관광객,제주시,이도2동,안경,남,20대,890000,17,52353
16-Jul,내국인 관광객,서귀포시,대륜동,안경,남,20대,523000,10,52300
16-Jul,내국인 관광객,제주시,노형동,기념품 점,남,20대,4969200,96,51763
16-Jul,내국인 관광객,제주시,노형동,농축수산품,남,50대,2894400,56,51686
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,40대,6399650,124,51610
16-Jul,내국인 관광객,제주시,연동,안경,남,20대,1031900,20,51595
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,20대,11092920,216,51356
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,남,40대,4097600,80,51220
16-Jul,내국인 관광객,제주시,노형동,기념품 점,여,30대,2690400,53,50762
16-Jul,내국인 관광객,제주시,연동,기념품 점,여,50대,2307420,46,50161
16-Jul,내국인 관광객,제주시,애월읍,농축수산품,남,40대,4598000,92,49978
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,30대,4263200,86,49572
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,20대,7912500,161,49146
16-Jul,내국인 관광객,제주시,연동,신   발,남,40대,489100,10,48910
16-Jul,내국인 관광객,서귀포시,남원읍,골프 용품,남,40대,733500,15,48900
16-Jul,내국인 관광객,제주시,노형동,농축수산품,남,30대,3957800,81,48862
16-Jul,내국인 관광객,제주시,연동,기념품 점,남,50대,1509000,31,48677
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,20대,1117280,23,48577
16-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,20대,822800,17,48400
16-Jul,내국인 관광객,제주시,노형동,농축수산품,여,30대,3406150,71,47974
16-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,40대,2202500,46,47880
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),남,30대,1579200,33,47855
16-Jul,내국인 관광객,제주시,연동,악세 사리,남,30대,1195200,25,47808
16-Jul,내국인 관광객,제주시,노형동,의원,여,50대,4825460,101,47777
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,남,30대,4020700,85,47302
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,40대,5637310,121,46589
16-Jul,내국인 관광객,제주시,노형동,기념품 점,남,40대,1763700,38,46413
16-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,50대,20691990,446,46395
16-Jul,내국인 관광객,제주시,노형동,정장(여성),여,50대,824000,18,45778
16-Jul,내국인 관광객,제주시,삼도2동,농축수산품,여,40대,732000,16,45750
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,40대,2241100,49,45737
16-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,남,40대,676700,15,45113
16-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,남,50대,3290600,73,45077
16-Jul,내국인 관광객,제주시,이도2동,의원,여,40대,4590900,102,45009
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,40대,6861000,153,44843
16-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,남,40대,5049800,113,44688
16-Jul,내국인 관광객,제주시,노형동,정장(여성),여,20대,2943650,66,44601
16-Jul,내국인 관광객,제주시,노형동,농축수산품,남,40대,5123450,115,44552
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,30대,10040700,226,44428
16-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,30대,4715700,107,44072
16-Jul,내국인 관광객,제주시,연동,농축수산품,여,20대,2495700,57,43784
16-Jul,내국인 관광객,제주시,노형동,기념품 점,여,40대,1352600,31,43632
16-Jul,내국인 관광객,제주시,연동,신   발,여,20대,1079900,25,43196
16-Jul,내국인 관광객,제주시,연동,스포츠레져용품,여,20대,12342220,286,43155
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,50대,4821300,112,43047
16-Jul,내국인 관광객,제주시,이도2동,의원,남,50대,3601900,84,42880
16-Jul,내국인 관광객,제주시,연동,안경,여,30대,2350900,55,42744
16-Jul,내국인 관광객,제주시,노형동,기념품 점,여,20대,5395300,128,42151
16-Jul,내국인 관광객,서귀포시,남원읍,기념품 점,여,50대,460000,11,41818
16-Jul,내국인 관광객,제주시,연동,악세 사리,남,40대,584900,14,41779
16-Jul,내국인 관광객,제주시,삼도2동,농축수산품,남,20대,415000,10,41500
16-Jul,내국인 관광객,서귀포시,대륜동,스넥,여,30대,454000,11,41273
16-Jul,내국인 관광객,제주시,노형동,정장(여성),남,40대,412600,10,41260
16-Jul,내국인 관광객,제주시,애월읍,스포츠레져용품,여,50대,576000,14,41143
16-Jul,내국인 관광객,제주시,연동,농축수산품,남,30대,3796700,95,39965
16-Jul,내국인 관광객,제주시,삼도2동,악세 사리,여,30대,636500,16,39781
16-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,남,20대,477000,12,39750
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,30대,3224890,82,39328
16-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,여,20대,2161400,55,39298
16-Jul,내국인 관광객,제주시,이도2동,안경,여,20대,2078000,53,39208
16-Jul,내국인 관광객,제주시,애월읍,농축수산품,여,30대,4016500,103,38995
16-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,20대,11443084,295,38790
16-Jul,내국인 관광객,제주시,연동,악세 사리,여,40대,1317300,34,38744
16-Jul,내국인 관광객,제주시,연동,악세 사리,여,50대,386700,10,38670
16-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,40대,34616690,896,38635
16-Jul,내국인 관광객,제주시,연동,악세 사리,남,20대,880400,23,38278
16-Jul,내국인 관광객,서귀포시,남원읍,기념품 점,남,50대,610000,16,38125
16-Jul,내국인 관광객,제주시,연동,안경,여,40대,950200,25,38008
16-Jul,내국인 관광객,제주시,삼도2동,안경,여,20대,374000,10,37400
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,20대,5999800,163,36809
16-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,20대,2008680,55,36521
16-Jul,내국인 관광객,서귀포시,성산읍,스포츠레져용품,남,50대,364000,10,36400
16-Jul,내국인 관광객,제주시,삼도2동,의원,여,20대,654700,18,36372
16-Jul,내국인 관광객,제주시,노형동,의원,여,40대,8060620,222,36309
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),남,40대,575200,16,35950
16-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,남,30대,4277800,119,35948
16-Jul,내국인 관광객,제주시,용담2동,의원,여,30대,1002400,28,35800
16-Jul,내국인 관광객,제주시,애월읍,농축수산품,남,30대,2815036,79,35633
16-Jul,내국인 관광객,제주시,연동,농축수산품,여,30대,2233200,63,35448
16-Jul,내국인 관광객,제주시,노형동,기념품 점,남,50대,531000,15,35400
16-Jul,내국인 관광객,제주시,연동,기념품 점,남,40대,2001600,57,35116
16-Jul,내국인 관광객,서귀포시,남원읍,기념품 점,남,30대,836000,24,34833
16-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,20대,1460850,42,34782
16-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,30대,30188260,868,34779
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,20대,1911200,55,34749
16-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,20대,9959000,288,34580
16-Jul,내국인 관광객,서귀포시,성산읍,스포츠레져용품,남,40대,582700,17,34276
16-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,50대,1095800,32,34244
16-Jul,내국인 관광객,제주시,애월읍,스포츠레져용품,남,40대,1701500,50,34030
16-Jul,내국인 관광객,제주시,연동,의원,여,30대,4334230,128,33861
16-Jul,내국인 관광객,제주시,삼도2동,농축수산품,여,30대,609000,18,33833
16-Jul,내국인 관광객,제주시,노형동,농축수산품,여,50대,1105800,33,33509
16-Jul,내국인 관광객,제주시,용담2동,기념품 점,여,50대,26928900,806,33411
16-Jul,내국인 관광객,제주시,삼도2동,스넥,남,50대,598500,18,33250
16-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,40대,50558745,1522,33219
16-Jul,내국인 관광객,제주시,애월읍,농축수산품,여,20대,1125000,34,33088
16-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,20대,9879300,300,32931
16-Jul,내국인 관광객,제주시,삼도2동,의원,여,40대,1211600,37,32746
